,price,Year,Hand,Kilometer,Area,Gearbox,Engine capcity,Color,manufacturer,type
284,61400.0,2018.0,1.0,21000.0, תל אביב,אוטומטית,1248.0,             כסוף,יונדאי, i10
285,45200.0,2016.0,1.0,90000.0, פתח תקוה והסביבה,אוטומטית,1248.0,             שחור,יונדאי, i10
286,30000.0,2015.0,2.0,151000.0, תל אביב,אוטומטית,998.0,             לבן,יונדאי, i10
287,15000.0,2012.0,1.0,149000.0, רמלה - לוד,ידנית,1086.0,             לבן,יונדאי, i10
288,44000.0,2017.0,1.0,58635.0, ירושלים והסביבה,ידנית,998.0,             לבן,יונדאי, i10
289,28500.0,2015.0,1.0,103000.0," ראשל""צ והסביבה",ידנית,998.0,             אפור עכבר,יונדאי, i10
290,18000.0,2013.0,4.0,127300.0, באר שבע והסביבה,ידנית,1086.0,             אפור עכבר,יונדאי, i10
291,28000.0,2015.0,3.0,112000.0, עכו - נהריה,ידנית,998.0,             אפור מטאלי,יונדאי, i10
293,33000.0,2014.0,2.0,122000.0, עכו - נהריה,אוטומטית,1248.0,             בורדו,יונדאי, i10
294,21500.0,2015.0,2.0,142000.0, פתח תקוה והסביבה,ידנית,998.0,             שחור מטאלי,יונדאי, i10
295,33499.0,2015.0,2.0,100000.0, תל אביב,אוטומטית,998.0,             לבן,יונדאי, i10
296,24000.0,2014.0,2.0,110000.0, מושבים בדרום,ידנית,998.0,             לבן,יונדאי, i10
297,11000.0,2009.0,3.0,230000.0, ירושלים והסביבה,אוטומטית,1248.0,             כחול בהיר מטאלי,יונדאי, i10
298,24500.0,2016.0,3.0,110000.0, נס ציונה - רחובות,ידנית,998.0,             אפור מטאלי,יונדאי, i10
299,27000.0,2014.0,3.0,105800.0, באר שבע והסביבה,אוטומטית,998.0,             אפור מטאלי,יונדאי, i10
300,42000.0,2015.0,1.0,99700.0, מודיעין והסביבה,אוטומטית,1248.0,             אפור מטאלי,יונדאי, i10
301,67000.0,2019.0,1.0,29000.0, רמת גן - גבעתיים,אוטומטית,1248.0,             לבן מטאלי,יונדאי, i10
302,35000.0,2016.0,3.0,60000.0, מושבים בשפלה,ידנית,998.0,             שחור,יונדאי, i10
303,33000.0,2016.0,3.0,108000.0, ירושלים והסביבה,אוטומטית,998.0,             אפור מטאלי,יונדאי, i10
304,20000.0,2012.0,2.0,137000.0, פתח תקוה והסביבה,אוטומטית,1086.0,             כחול מטאלי,יונדאי, i10
305,62000.0,2019.0,1.0,21000.0, פתח תקוה והסביבה,אוטומטית,1248.0,             כסוף,יונדאי, i10
306,25000.0,2014.0,3.0,107000.0, נתניה והסביבה,ידנית,998.0,             כסוף מטאלי,יונדאי, i10
307,14000.0,2010.0,2.0,170000.0, אשדוד - אשקלון,ידנית,1086.0,             לבן שנהב,יונדאי, i10
308,25000.0,2015.0,2.0,133000.0, ירושלים והסביבה,ידנית,998.0,             חום מטאלי,יונדאי, i10
309,19500.0,2011.0,1.0,125000.0," ראשל""צ והסביבה",ידנית,1086.0,             לבן פנינה,יונדאי, i10
310,18500.0,2013.0,3.0,131000.0, חולון - בת ים,ידנית,1086.0,             כחול מטאלי,יונדאי, i10
311,21000.0,2014.0,2.0,140000.0, ירושלים והסביבה,ידנית,998.0,             כסוף,יונדאי, i10
312,20000.0,2014.0,2.0,90000.0, מושבים בשרון,ידנית,1086.0,             כסוף,יונדאי, i10
313,30000.0,2016.0,4.0,103000.0, תל אביב,ידנית,998.0,             אפור עכבר,יונדאי, i10
314,27000.0,2015.0,3.0,78500.0, תל אביב,ידנית,998.0,             אפור,יונדאי, i10
315,16500.0,2011.0,3.0,198362.0, אשדוד - אשקלון,אוטומטית,1086.0,             כחול כהה,יונדאי, i10
316,27000.0,2015.0,2.0,157000.0," ראשל""צ והסביבה",ידנית,998.0,             אפור מטאלי,יונדאי, i10
317,32500.0,2015.0,2.0,105000.0, רמת גן - גבעתיים,ידנית,998.0,             שחור מטאלי,יונדאי, i10
318,22000.0,2010.0,2.0,64000.0, רעננה - כפר סבא,אוטומטית,1248.0,             שמפניה,יונדאי, i10
319,55000.0,2018.0,1.0,80000.0, מושבים בשפלה,אוטומטית,1248.0,             בורדו,יונדאי, i10
320,34000.0,2015.0,3.0,111111.0, עכו - נהריה,אוטומטית,998.0,             כחול מטאלי,יונדאי, i10
321,19800.0,2012.0,3.0,127000.0, בית שמש והסביבה,ידנית,1086.0,             כסוף,יונדאי, i10
322,21000.0,2014.0,3.0,124000.0, פתח תקוה והסביבה,ידנית,998.0,             אפור עכבר,יונדאי, i10
323,18900.0,2012.0,1.0,97000.0, פתח תקוה והסביבה,ידנית,1086.0,             בז’,יונדאי, i10
324,15200.0,2012.0,2.0,150000.0, ירושלים והסביבה,ידנית,1086.0,             כסוף,יונדאי, i10
325,18000.0,2013.0,3.0,167000.0, מושבים בשפלה,ידנית,1086.0,             בז’ מטאלי,יונדאי, i10
326,72500.0,2021.0,1.0,17200.0, יישובי השומרון,אוטומטית,1197.0,             אפור,יונדאי, i10
327,31500.0,2014.0,2.0,97000.0, קריות,אוטומטית,1248.0,             שחור,יונדאי, i10
329,40000.0,2014.0,2.0,65000.0, תל אביב,אוטומטית,1248.0,             כתום,יונדאי, i10
330,22500.0,2014.0,3.0,144000.0, מודיעין והסביבה,ידנית,998.0,             שמפניה,יונדאי, i10
331,17500.0,2011.0,3.0,173000.0, תל אביב,אוטומטית,1248.0,             אפור,יונדאי, i10
332,68000.0,2020.0,1.0,208000.0, חיפה וחוף הכרמל,אוטומטית,1197.0,             שחור מטאלי,יונדאי, i10
333,80000.0,2021.0,1.0,11000.0, טבריה והסביבה,אוטומטית,1248.0,             טורקיז,יונדאי, i10
336,62000.0,2019.0,1.0,35000.0," ראשל""צ והסביבה",אוטומטית,1248.0,             שחור מטאלי,יונדאי, i10
337,16000.0,2012.0,3.0,175000.0, באר שבע והסביבה,אוטומטית,1248.0,             כחול כהה מטאלי,יונדאי, i10
338,25000.0,2014.0,2.0,116000.0, פתח תקוה והסביבה,ידנית,998.0,             אפור עכבר,יונדאי, i10
339,20000.0,2014.0,2.0,120000.0, רעננה - כפר סבא,ידנית,998.0,             אפור עכבר,יונדאי, i10
347,59000.0,2017.0,2.0,86400.0, נתניה והסביבה,אוטומטית,1368.0,             כסוף,יונדאי, i20
348,75000.0,2017.0,3.0,27000.0, רמת גן - גבעתיים,אוטומטית,1368.0,             שחור,יונדאי, i20
349,23000.0,2013.0,2.0,100000.0, תל אביב,ידנית,1248.0,             אפור מטאלי,יונדאי, i20
350,28000.0,2012.0,3.0,121000.0," ראשל""צ והסביבה",אוטומטית,1396.0,             תכלת מטאלי,יונדאי, i20
351,25000.0,2012.0,2.0,180000.0, חולון - בת ים,ידנית,1248.0,             תכלת,יונדאי, i20
364,45000.0,2015.0,4.0,103000.0, רמת גן - גבעתיים,אוטומטית,1368.0,             אפור עכבר,יונדאי, i20
365,20000.0,2010.0,2.0,195000.0, נתניה והסביבה,אוטומטית,1396.0,             כסוף,יונדאי, i20
366,22500.0,2009.0,3.0,209000.0, טבריה והסביבה,אוטומטית,1396.0,             כסוף,יונדאי, i20
367,26000.0,2011.0,3.0,142000.0, נתניה והסביבה,אוטומטית,1396.0,             אפור מטאלי,יונדאי, i20
368,19900.0,2010.0,3.0,225000.0, בקעת אונו,אוטומטית,1396.0,             אפור מטאלי,יונדאי, i20
369,30000.0,2014.0,2.0,155000.0, מושבים בשפלה,אוטומטית,1396.0,             בורדו מטאלי,יונדאי, i20
370,23500.0,2010.0,4.0,160000.0, באר שבע והסביבה,אוטומטית,1396.0,             כסוף מטאלי,יונדאי, i20
371,26000.0,2014.0,2.0,168000.0, ירושלים והסביבה,ידנית,1248.0,             בורדו מטאלי,יונדאי, i20
372,49000.0,2016.0,2.0,152000.0, יישובי השומרון,אוטומטית,1368.0,             כסוף,יונדאי, i20
373,24000.0,2010.0,2.0,152000.0, באר שבע והסביבה,אוטומטית,1396.0,             אפור עכבר,יונדאי, i20
374,20000.0,2010.0,5.0,109500.0, ירושלים והסביבה,אוטומטית,1396.0,             לבן,יונדאי, i20
375,15500.0,2010.0,3.0,160000.0, פתח תקוה והסביבה,אוטומטית,1396.0,             כסוף,יונדאי, i20
376,73000.0,2019.0,1.0,34900.0, חיפה וחוף הכרמל,אוטומטית,998.0,             שחור מטאלי,יונדאי, i20
377,31000.0,2010.0,2.0,50000.0, תל אביב,אוטומטית,1396.0,             לבן,יונדאי, i20
378,22000.0,2011.0,4.0,184000.0, בית שמש והסביבה,אוטומטית,1396.0,             אפור מטאלי,יונדאי, i20
379,24500.0,2011.0,3.0,170000.0, מושבים בצפון,אוטומטית,1591.0,             כסוף,יונדאי, i20
380,78500.0,2020.0,2.0,27000.0, רמת גן - גבעתיים,אוטומטית,998.0,             לבן,יונדאי, i20
381,37000.0,2014.0,2.0,114000.0, נס ציונה - רחובות,אוטומטית,1396.0,             כסוף,יונדאי, i20
382,82500.0,2021.0,1.0,12000.0, רמת השרון - הרצליה,אוטומטית,998.0,             לבן,יונדאי, i20
383,18000.0,2013.0,1.0,180000.0, זכרון - בנימינה,ידנית,1248.0,             כסוף,יונדאי, i20
384,77000.0,2019.0,1.0,66300.0, פתח תקוה והסביבה,אוטומטית,998.0,             כחול מטאלי,יונדאי, i20
385,61000.0,2019.0,3.0,170000.0, עכו - נהריה,אוטומטית,998.0,             לבן,יונדאי, i20
386,34000.0,2012.0,2.0,66500.0, מודיעין והסביבה,ידנית,1248.0,             כחול בהיר מטאלי,יונדאי, i20
388,48500.0,2016.0,3.0,70000.0, מודיעין והסביבה,אוטומטית,1368.0,             אדום מטאלי,יונדאי, i20
389,43000.0,2014.0,1.0,77000.0, רמלה - לוד,אוטומטית,1396.0,             בז’,יונדאי, i20
391,75000.0,2018.0,2.0,53000.0, רעננה - כפר סבא,אוטומטית,1368.0,             שחור,יונדאי, i20
392,81000.0,2020.0,1.0,12500.0, חולון - בת ים,אוטומטית,998.0,             שחור,יונדאי, i20
393,18000.0,2009.0,2.0,155000.0, רמלה - לוד,אוטומטית,1396.0,             כסוף,יונדאי, i20
394,28500.0,2011.0,4.0,87000.0," ראשל""צ והסביבה",אוטומטית,1396.0,             כחול מטאלי,יונדאי, i20
395,20000.0,2011.0,4.0,185000.0, נתניה והסביבה,אוטומטית,1396.0,             לבן,יונדאי, i20
396,21500.0,2011.0,2.0,218000.0, רמלה - לוד,אוטומטית,1396.0,             אפור עכבר,יונדאי, i20
397,23000.0,2011.0,3.0,211800.0, גדרה יבנה והסביבה,אוטומטית,1396.0,             לבן,יונדאי, i20
398,28000.0,2011.0,2.0,170000.0, קריות,אוטומטית,1396.0,             אפור עכבר,יונדאי, i20
399,18500.0,2011.0,4.0,242000.0, באר שבע והסביבה,אוטומטית,1396.0,             זהב מטאלי,יונדאי, i20
402,19500.0,2011.0,3.0,185000.0, מושבים בדרום,אוטומטית,1396.0,             תכלת מטאלי,יונדאי, i20
403,25000.0,2012.0,2.0,180000.0, תל אביב,אוטומטית,1396.0,             אפור עכבר,יונדאי, i20
404,27000.0,2012.0,2.0,140000.0, ירושלים והסביבה,אוטומטית,1396.0,             אפור עכבר,יונדאי, i20
405,26000.0,2010.0,2.0,145000.0, תל אביב,אוטומטית,1396.0,             כסוף,יונדאי, i20
407,62000.0,2016.0,1.0,19000.0, רמת גן - גבעתיים,אוטומטית,1368.0,             כסוף מטאלי,יונדאי, i20
408,19000.0,2011.0,2.0,244000.0, עכו - נהריה,אוטומטית,1396.0,             לבן,יונדאי, i20
409,51000.0,2015.0,3.0,95000.0, באר שבע והסביבה,אוטומטית,1368.0,             לבן,יונדאי, i20
410,33000.0,2013.0,2.0,150000.0, נתניה והסביבה,אוטומטית,1396.0,             אפור עכבר,יונדאי, i20
411,27000.0,2013.0,2.0,150000.0, נס ציונה - רחובות,אוטומטית,1396.0,             כסוף,יונדאי, i20
412,28550.0,2012.0,3.0,116000.0, קריות,אוטומטית,1396.0,             אפור עכבר,יונדאי, i20
413,24900.0,2012.0,4.0,170000.0, חדרה וישובי עמק חפר,אוטומטית,1396.0,             אפור מטאלי,יונדאי, i20
414,22500.0,2010.0,3.0,170000.0, מושבים בשרון,ידנית,1591.0,             שחור,יונדאי, i20
415,20000.0,2010.0,2.0,97000.0, רמת השרון - הרצליה,אוטומטית,1396.0,             תכלת מטאלי,יונדאי, i20
416,87000.0,2020.0,1.0,4541.0, רמת גן - גבעתיים,אוטומטית,998.0,             אפור,יונדאי, i20
417,75000.0,2019.0,2.0,66000.0, רעננה - כפר סבא,אוטומטית,998.0,             כסוף,יונדאי, i20
418,40000.0,2013.0,2.0,80000.0, קריות,אוטומטית,1396.0,             כחול כהה מטאלי,יונדאי, i20
419,30000.0,2012.0,2.0,110000.0, זכרון - בנימינה,אוטומטית,1396.0,             אפור,יונדאי, i20
420,26000.0,2010.0,2.0,54000.0," ראשל""צ והסביבה",אוטומטית,1591.0,             ירוק בהיר,יונדאי, i20
421,28000.0,2010.0,2.0,122000.0, ירושלים והסביבה,אוטומטית,1396.0,             שחור מטאלי,יונדאי, i20
422,21900.0,2010.0,3.0,145000.0, באר שבע והסביבה,אוטומטית,1396.0,             כסוף מטאלי,יונדאי, i20
423,25000.0,2010.0,2.0,133000.0, רמת גן - גבעתיים,אוטומטית,1396.0,             כסוף,יונדאי, i20
424,40000.0,2016.0,2.0,92000.0, נס ציונה - רחובות,ידנית,1248.0,             שחור מטאלי,יונדאי, i20
425,15500.0,2009.0,3.0,222000.0, ירושלים והסביבה,אוטומטית,1396.0,             כסוף מטאלי,יונדאי, i20
427,21000.0,2012.0,3.0,184000.0, אילת והערבה,אוטומטית,1396.0,             אפור מטאלי,יונדאי, i20
428,85000.0,2020.0,2.0,40000.0, באר שבע והסביבה,אוטומטית,998.0,             תכלת,יונדאי, i20
430,34000.0,2013.0,2.0,158000.0, עכו - נהריה,אוטומטית,1396.0,             ברונזה,יונדאי, i20
432,54000.0,2015.0,3.0,56000.0, קריות,אוטומטית,1368.0,             לבן,יונדאי, i20
433,32000.0,2012.0,1.0,147000.0, קריות,אוטומטית,1396.0,             חום מטאלי,יונדאי, i20
435,19000.0,2010.0,2.0,130000.0, רמלה - לוד,אוטומטית,1396.0,             כחול,יונדאי, i20
436,17500.0,2010.0,3.0,192000.0, מושבים בצפון,אוטומטית,1396.0,             כחול כהה,יונדאי, i20
437,26000.0,2012.0,2.0,176000.0, רעננה - כפר סבא,אוטומטית,1396.0,             לבן,יונדאי, i20
438,75000.0,2020.0,2.0,25500.0, חיפה וחוף הכרמל,אוטומטית,998.0,             שחור מטאלי,יונדאי, i20
439,26000.0,2011.0,4.0,212000.0, באר שבע והסביבה,ידנית,1591.0,             כסוף,יונדאי, i20
440,26000.0,2010.0,4.0,168000.0, חולון - בת ים,אוטומטית,1396.0,             תכלת,יונדאי, i20
